,Confidence,Group,Domain,Phylum,Class,Order,Family,Genus,Species
Otu3609,0.949937358,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.
Otu8250,0.998808701,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Dujardinidae,Dujardina,Dujardina_sp.
Otu3249,0.999972285,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Thalassomyxa-lineage,Thalassomyxa-lineage_X,Thalassomyxa-lineage_X_sp.
Otu3205,0.999960434,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cavernomonas,Cavernomonas_mira
Otu6514,0.75384113,Eukaryota,Amoebozoa,Lobosa,Tubulinea,,,,
Otu1089,0.999944956,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,AND16-lineage,AND16-lineage_X,AND16-lineage_X_sp.
Otu2438,0.860999121,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Variosea_XX,Variosea_XXX,Variosea_XXX_sp.
Otu2955,0.911323793,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Heterococcus,
Otu4067,0.96103534,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.
Otu3478,0.778643644,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Arcellinida,Arcellinida_X,Cryptodifflugia,
Otu3731,0.99836485,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu2695,0.734905024,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Heterophryidae,Heterophrys,Heterophrys_sp.
Otu10948,0.862188371,Eukaryota,Amoebozoa,Conosa,Variosea,ATCC50593-Flamella-WIM80-lineage,Flamella-lineage,Flamella,
Otu2440,0.8083004,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Variosea_XX,Variosea_XXX,Variosea_XXX_sp.
Otu11338,0.971735098,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,
Otu5113,0.91224195,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Echinamoebida,Vermamoebidae,Hartmannella,Hartmannella_cantabrigiensis
Otu6983,0.99800005,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Himatismenida,Cochliopodiidae,Cochliopodium,Cochliopodium_larifeili
Otu7718,0.821314349,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,,,
Otu3953,0.936353432,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Botryochloris,Botryochloris_sp.
Otu1471,1,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,AND16-lineage,AND16-lineage_X,AND16-lineage_X_sp.
Otu11879,0.879296596,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Phalansteriidae,Phalansterium,Phalansterium_sp.
Otu1905,0.991062066,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Desmothoracida,Clathrulinidae,Clathrulinidae_X,Clathrulinidae_X_sp.
Otu14490,0.743928752,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Cyrtolophosidida_X,Cyrtolophosidida_X_sp.
Otu9472,0.976048763,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Platyophryida,Platyophrya,
Otu1076,0.939132965,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu4446,0.999931571,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu4213,0.714457902,Eukaryota,Stramenopiles,Opalozoa,,,,,
Otu7669,0.813148182,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,
Otu11997,0.998885958,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidiales_XX,Cyanidiales_XX_sp.
Otu1103,0.766504175,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,AND16-lineage,AND16-lineage_X,AND16-lineage_X_sp.
Otu3836,0.903090861,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,AND16-lineage,AND16-lineage_X,AND16-lineage_X_sp.
Otu5235,0.999981102,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,,
Otu1269,0.987331265,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphida_X,Euglyphida_XX,Euglyphida_XX_sp.
Otu4602,0.999999993,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsa,Allapsa_fimicola
Otu1318,0.984959435,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,
Otu3005,0.907868587,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu1534,0.702725553,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,,,,
Otu3606,0.998652458,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu8157,0.984969688,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellidae,Vampyrella,Vampyrella_sp.
Otu676,0.806428839,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Schizoplasmodiids,,
Otu1893,0.999999998,Eukaryota,Amoebozoa,Conosa,Variosea,ATCC50593-Flamella-WIM80-lineage,ATCC50593-lineage,ATCC50593-lineage_X,ATCC50593-lineage_X_sp.
Otu2930,0.827276653,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.
Otu1767,0.910395305,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphidae,,
Otu3254,0.791636801,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,
Otu949,0.995496208,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Otu5583,0.937546237,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu8619,0.941817815,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinema,Trinema_lineare
Otu14269,0.999997046,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,AND16-lineage,AND16-lineage_X,AND16-lineage_X_sp.
Otu5049,0.919158927,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu1242,0.714715996,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,,,
Otu4286,0.765340509,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,
Otu3795,0.995048902,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Dujardinidae,Dujardina,Dujardina_stenomorpha
Otu3062,0.855774977,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofilidae_X,Limnofilidae_X_sp.
Otu6801,0.999445761,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu3961,0.898100553,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,,
Otu6841,0.832373629,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Mollimonas,Mollimonas_vickermani
Otu8103,0.999143853,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.
Otu6858,0.981020604,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.
Otu1934,0.863681252,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofilidae_X,Limnofilidae_X_sp.
Otu6724,0.996831963,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu5796,1,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Acramoebidae,Acramoeba,Acramoeba_dendroida
Otu2530,0.903504227,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Bursariomorphida,Bryometopus,Bryometopus_pseudochilodon
Otu3435,0.79078755,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Pythium,
Otu6929,0.767695528,Eukaryota,Amoebozoa,Lobosa,Tubulinea,,,,
Otu1245,0.999999999,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,,,,
Otu1831,0.999967205,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Otu4217,0.99999998,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Euamoebida,LOS7N/I-lineage,Ptolemeba,Ptolemeba_noxubium
Otu7921,0.844887366,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,
Otu5687,0.960951109,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Schizoplasmodiids,,
Otu6887,1,Eukaryota,Amoebozoa,Conosa,Variosea,ATCC50593-Flamella-WIM80-lineage,ATCC50593-lineage,ATCC50593-lineage_X,ATCC50593-lineage_X_sp.
Otu749,0.9992701,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_virgaria
Otu6330,0.765758448,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,,
Otu3600,0.722088183,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pinnularia,Pinnularia_sp.
Otu5343,0.999999994,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
Otu154,0.735649593,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Monocystis,Monocystis_agilis
Otu6027,0.81059316,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,
Otu3703,0.960810931,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,Flabellula,Flabellula_citata
Otu2797,0.999942772,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Colpodellaceae,Colpodellidae2,Colpodellidae2_sp.
Otu3255,0.77302469,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Bursariomorphida,Bryometopus,Bryometopus_pseudochilodon
Otu2320,0.85305555,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae_X,Cercomonadidae_X_sp.
Otu3696,0.795777811,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Centroheliozoa_XX,Centroheliozoa_XXX,Centroheliozoa_XXXX,Centroheliozoa_XXXX_sp.
Otu11648,0.842087017,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Eimeriidae,,
Otu6974,0.996922711,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,Pseudodifflugiidae_X,Pseudodifflugiidae_X_sp.
Otu3108,0.992656022,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,
Otu14260,0.999861005,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu3881,0.999999984,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
Otu2218,0.887321425,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Blepharismidae,Blepharisma,Blepharisma_elongatum
Otu11107,1,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
Otu9498,0.99414868,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae_X,Cercomonadidae_X_sp.
Otu2447,0.932959335,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,
Otu5393,0.994815894,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Tectofilosida,Pseudodifflugiidae,Pseudodifflugiidae_X,Pseudodifflugiidae_X_sp.
Otu6739,0.92822363,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,
Otu6258,0.972710544,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,,
Otu5704,0.989962137,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.
Otu10730,0.989165379,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,
Otu4557,0.931735724,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu587,0.999892696,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu1832,0.999766843,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu6224,0.707614922,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,,
Otu4380,0.907300962,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,,
Otu6784,0.997194243,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu1323,0.948577963,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Apocarchesium,
Otu2813,1,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
Otu2325,0.993057237,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Alphamonaceae,Aphamonas,Aphamonas_sp.
Otu681,0.999305857,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsa,Allapsa_vibrans
Otu4635,0.730645409,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_XX,Chrysophyceae_XXX,Chrysophyceae_XXX_sp.
Otu3464,0.790178891,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.
Otu7374,0.998111995,Eukaryota,Protalveolata,Protalveolata_X,Colponemea,Colponemida,Colponemidae,Colponema,Colponema_edaphicum
Otu3259,0.937911441,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Proleptomonadidae,Proleptomonas,Proleptomonas_sp.
Otu8753,0.76262279,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Euamoebida,Amoebidae,Amoeba,
Otu7733,0.797832303,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,,,
Otu1816,0.757348245,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Leptomyxidae,Ripidomyxa,Ripidomyxa_sp.
Otu388,0.997618151,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp.
Otu8130,0.999943817,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,
Otu7463,1,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidiales_XX,Cyanidiales_XX_sp.
Otu10237,0.999999995,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae_Group_A,Codosiga,Codosiga_sp.
Otu708,0.99999999,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Otu456,0.749155721,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlorosarcinopsis,
Otu2018,0.998197801,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_3,Haptoria_3_X,Haptoria_3_XX,Haptoria_3_XX_sp.
Otu5549,0.999141155,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Euamoebida,Hartmannellidae,Glaeseria,Glaeseria_mira
Otu4000,0.838519778,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Desmothoracida,Desmothoracida_X,Desmothoracida_XX,Desmothoracida_XX_sp.
Otu691,0.999967964,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu6578,1,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
Otu2942,0.850744811,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Echinamoebida,Vermamoebidae,Hartmannella,Hartmannella_cantabrigiensis
Otu1177,0.999999998,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Himatismenida,Parvamoebidae,Parvamoeba,Parvamoeba_sp.
Otu2487,0.99372378,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Variosea_XX,Variosea_XXX,Variosea_XXX_sp.
Otu3648,0.999995227,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12C,MAST-12C_X,MAST-12C_XX,MAST-12C_XX_sp.
Otu2807,0.970373466,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu3589,0.973811986,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Arcellinida,Arcellinida_X,Cryptodifflugia,Cryptodifflugia_operculata
Otu12285,0.999742764,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,,,
Otu14832,0.879953561,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,,,
Otu6145,0.907409396,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Platyophryida,Platyophryida_X,Platyophryida_X_sp.
Otu3159,0.962270975,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,
Otu10124,0.997741178,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofilidae_X,Limnofilidae_X_sp.
Otu4634,0.945902925,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.
Otu3326,0.786330355,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Chrysophyceae_Clade-C_X,Chrysophyceae_Clade-C_X_sp.
Otu2960,0.776664517,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,,
Otu8695,0.87387083,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
Otu1036,0.989713231,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,,
Otu8203,0.872754087,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_sp.
Otu967,0.942455215,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Spirofilidae,Pseudouroleptus,
Otu504,0.915907805,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Bursariomorphida,Bursariomorphida_X,Bursariomorphida_X_sp.
Otu3927,0.921837308,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu1433,0.947440201,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Tetracystis,Tetracystis_sarcinalis
Otu4600,0.935566648,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,,
Otu6120,0.733995139,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,,
Otu4668,0.99209993,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu10989,0.999999876,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12C,MAST-12C_X,MAST-12C_XX,MAST-12C_XX_sp.
Otu3878,0.708189616,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,,
Otu1287,0.996600753,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Otu3710,0.994092584,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Anurofeca,
Otu3837,0.909692423,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.
Otu5381,0.971725905,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,,,,
Otu10078,0.98843415,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.
Otu8332,0.974047035,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.
Otu738,0.943923754,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Centroheliozoa_XX,Centroheliozoa_XXX,Centroheliozoa_XXXX,Centroheliozoa_XXXX_sp.
Otu610,0.999118907,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlorosarcinopsis,Chlorosarcinopsis_bastropiensis
Otu4129,0.937552128,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Gonostomum,Gonostomum_strenuum
Otu552,0.945880884,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Deasonia,Deasonia_sp.
Otu1214,1,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Protosteliids,Protostelium,Protostelium_sp.
Otu883,0.982076902,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu1182,1,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Glissomonadida_Clade-Y,Glissomonadida_Clade-Y_X,Glissomonadida_Clade-Y_X_sp.
Otu302,0.726094173,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,Leidyana1,Leidyana1_sp.
Otu2989,0.934119662,Eukaryota,Excavata,Malawimonadidae,Malawimonadidae_X,Malawimonadidae_XX,Malawimonadidae_XXX,Malawimonas,Malawimonas_jakobiformis
Otu6515,0.763988067,Eukaryota,Rhizaria,Cercozoa,Filosa,Filosa_X,Filosa_XX,Filosa_XXX,Filosa_XXX_sp.
Otu5698,0.98262725,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,
Otu10836,0.999436372,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,,
Otu7895,0.924914014,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.
Otu8494,0.929617001,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.
Otu14792,0.990478238,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,,
Otu6706,0.992996864,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,,
Otu1124,0.984913489,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu4513,0.957453133,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,,,
Otu10790,0.99993341,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,,
Otu14951,0.906568944,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,
Otu9668,0.969825487,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,,,
Otu2363,0.920986814,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Variosea_XX,Variosea_XXX,Variosea_XXX_sp.
Otu4256,0.999860184,Eukaryota,Rhizaria,Cercozoa,,,,,
Otu10840,0.985717376,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,,
Otu894,0.999999956,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Thalassomyxa-lineage,Thalassomyxa-lineage_X,Thalassomyxa-lineage_X_sp.
Otu5153,0.966139371,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,
Otu5467,0.999774246,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,,,
Otu3712,0.999926296,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,,,
Otu1028,0.996453486,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Centroheliozoa_XX,Centroheliozoa_XXX,Centroheliozoa_XXXX,Centroheliozoa_XXXX_sp.
Otu12926,0.999999996,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,,
Otu8066,0.845404394,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Variosea_XX,Variosea_XXX,Variosea_XXX_sp.
Otu1237,0.790717837,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.
Otu7543,0.999960904,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Leptomyxidae,,
Otu5201,0.999975808,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Scuticociliatia_2_XX_sp.
Otu1621,0.985636089,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,,
Otu8232,0.917847563,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
Otu2541,0.934444009,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,,
Otu8391,0.834987194,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Dujardinidae,Dujardina,
Otu3087,0.886662881,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Rhogostoma-lineage_X_sp.
