,Kingdom,Phylum,Class,Order,Family,Genus,Species,Kingdom.Confidence,Phylum.Confidence,Class.Confidence,Order.Confidence,Family.Confidence,Genus.Confidence
115b59e2c43df38c3287e0cc659e6eab,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.91,0.89,0.89,0.89,0.64,0.64
46621dad52d11e69e213126f18613b0f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.95,0.95
8041eab690c4135abc6ffc307da9195e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrocosmicus,NA,0.93,0.91,0.9,0.8,0.8,0.5
d2b73175266845df791eae38ce6686a8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.85,0.84,0.84,0.83,0.55,0.55
16cbcf893c40b342e8612506d0c9bd4c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,1,1
50b74785ab085c68d227b250f554866d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.95,0.94,0.94,0.94,0.51,0.51
d4c5da630b147c6dd0813a8612fb7f17,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrocosmicus,NA,1,1,1,1,1,0.87
f96be4c05803c85b462c37cd6f50a459,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.91,0.84,0.84,0.84,0.73,0.73
bfe46108b7aecd3d3b914a75340aa7c9,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.97,0.97,0.97,0.87,0.87
187fcec31dc51d523ddb662f0bb56f29,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.9,0.9,0.9,0.84,0.84
996edf19cb5e766296b0aa5c4c4b6eb7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.98,0.98,0.98,0.74,0.74
74efdcd122af3e61871c5b4b2cb9737e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.79,0.79
0023b474786b9571e84598dc01fce0c5,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,1,1,1,1,1,0.94
d1673603daddb01d375f455d3eca9b61,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,NA,NA,0.99,0.85,0.85,0.85,0.85,0.85
d4b2e5cdf5e0ee69cef2080db12e1294,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.97,0.97,0.97,0.87,0.87
991cb4019233e4a50a38bdbde1679920,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,NA,1,1,1,1,1,1
0e8480ac97413f07091bb88c63ba00d2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.79,0.72,0.72,0.72,0.51,0.51
2adcc9c8b43612a7f8931332fb9dc51a,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,NA,1,1,1,1,1,0.94
d62f1a38b11687fab1953ddb98730ebb,Archaea,NA,NA,NA,NA,NA,NA,0.86,0.38,0.31,0.27,0.27,0.11
2dcdcae6f21fff94772280b7f59ee37d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.95,0.95,0.95,0.47,0.47
c0ab7a2e7a794d4506075192832d2e39,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.88,0.65,0.65,0.65,0.57,0.57
07369f40df7d2320f841599ae6b60b1b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,1,1,1,1,0.97,0.97
854664489c6f6e9c3825875059f97cf8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,NA,1,1,1,0.99,0.99,0.94
31986fc4c61c61589ba7981a878b0f72,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.99,0.55,0.47,0.21,0.21,0.2
b4f1d9642076e057e995976ceeae854d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.98,0.98,0.98,0.59,0.59
f5b46753944554f8bd4320d881118345,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.92,0.66,0.58,0.3,0.15,0.12
cc32ddbf1662191e633a1c04f159a950,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.99,0.99
e3951bd91843ef11e8fb2c35ddc1fc47,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.85,0.85,0.85,0.53,0.53
67a7f429d89f45ddd3ed707408bf0722,Archaea,NA,NA,NA,NA,NA,NA,0.84,0.2,0.16,0.16,0.14,0.05
e714ee1ede3d244191ff0c9ceeb3f6f5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,0.96,0.96,0.96,0.96,0.63,0.63
8b59314f593f410bdde704a6f6d24967,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.83,0.83
